ref,Partname,X,Y,R,size_x,size_y,top,bot,left,right
R2017,AT07-102373,43.198,30.292,90,0.6,0.3,1,0,1,0
R2018,AT07-102373,43.198,27.517,270,0.6,0.3,1,0,1,0
R2019,AT07-102373,43.198,29.367,270,0.6,0.3,1,0,1,0
R2020,AT07-102373,44.03,30.542,180,0.6,0.3,1,0,1,0
R2021,AT07-102373,44.955,30.542,180,0.6,0.3,1,0,1,0
R2022,AT07-102373,50.618,30.542,0,0.6,0.3,1,0,1,0
R2023,AT07-102373,51.543,30.542,0,0.6,0.3,1,0,1,0
R2024,2007-013156,45.968,30.542,0,0.6,0.3,1,0,1,0
R2036,AT07-102360,49.693,30.542,180,0.6,0.3,1,0,1,0
R2037,2007-013156,47.843,30.542,0,0.6,0.3,1,0,1,0
R2100,2007-013156,45.894,16.566,0,0.6,0.3,1,0,1,0
R2101,AT07-102363,53.221,29.1827,0,0.6,0.3,1,0,1,0
R2102,AT07-102363,52.511,31.2061,180,0.6,0.3,1,0,1,0
R2103,AT07-102357,53.5,32.162,270,0.6,0.3,1,0,1,0
R2104,2007-013148,61.0329,13.8002,180,0.6,0.3,1,0,1,0
R2105,2007-013156,145.295,29.398,180,0.6,0.3,1,0,1,0
R2106,AT07-102373,49.2452,16.237,0,0.6,0.3,1,0,1,0
R2107,AT07-102348,71.7262,15.0651,0,0.6,0.3,1,0,1,0
R2108,AT07-102368,72.7262,15.0651,0,0.6,0.3,1,0,1,0
R2109,AT07-102383,72.7262,14.5351,0,0.6,0.3,1,0,1,0
R2110,AT07-102378,62.9199,13.0142,180,0.6,0.3,1,0,1,0
R2111,AT07-102352,60.745,11.708,180,0.6,0.3,1,0,1,0
R2112,AT07-102371,62.9199,12.1042,0,0.6,0.3,1,0,1,0
R2118,AT07-102382,62.1846,12.7669,270,0.6,0.3,1,0,1,0
R2122,2007-013158,64.4788,11.7928,90,0.6,0.3,1,0,1,0
R2125,2007-013158,73.7247,14.0101,0,0.6,0.3,1,0,1,0
R2131,2007-013156,48.3202,16.237,180,0.6,0.3,1,0,1,0
R2133,AT07-102373,72.911,15.787,270,0.6,0.3,1,0,1,0
R2138,AT07-102356,145.435,30.448,0,0.6,0.3,1,0,1,0
R2140,2007-013156,54.19,32.0227,180,0.6,0.3,1,0,1,0
R2142,2007-013156,42.994,17.011,90,0.6,0.3,1,0,1,0
R2146,AT07-102357,53.045,32.162,270,0.6,0.3,1,0,1,0
R2712,2007-013141,280.5557,6.97,270,0.6,0.3,1,0,1,0
R2713,2007-013141,280.1007,6.97,270,0.6,0.3,1,0,1,0
R2714,2007-013141,11.1705,7.27,90,0.6,0.3,1,0,1,0
R2715,2007-013141,11.6255,7.27,90,0.6,0.3,1,0,1,0
R2716,2007-013141,12.0805,7.27,90,0.6,0.3,1,0,1,0
R2717,2007-013141,281.4657,6.97,270,0.6,0.3,1,0,1,0
R2802,2007-013141,15.2705,7.92,90,0.6,0.3,1,0,1,0
R2803,2007-013141,56.5293,7.954,90,0.6,0.3,1,0,1,0
R2804,2007-013141,110.712,8.4568,180,0.6,0.3,1,0,1,0
R2805,2007-013141,110.712,7.1268,180,0.6,0.3,1,0,1,0
R2806,2007-013141,152.9258,8.002,90,0.6,0.3,1,0,1,0
R2807,2007-013141,151.5958,8.002,90,0.6,0.3,1,0,1,0
R2808,2007-013141,183.8827,8.047,90,0.6,0.3,1,0,1,0
R2809,2007-013141,182.5527,8.047,90,0.6,0.3,1,0,1,0
R2810,2007-013141,225.7447,7.764,90,0.6,0.3,1,0,1,0
R2811,2007-013141,224.4147,7.764,90,0.6,0.3,1,0,1,0
R2812,AT07-102350,222.467,12.702,90,0.6,0.3,1,0,1,0
R2813,AT07-102350,223.377,12.702,90,0.6,0.3,1,0,1,0
R2814,AT07-102350,224.287,12.702,90,0.6,0.3,1,0,1,0
R2815,AT07-102350,225.197,12.702,90,0.6,0.3,1,0,1,0
R2816,AT07-102350,223.377,11.777,90,0.6,0.3,1,0,1,0
R2817,AT07-102350,222.467,11.777,90,0.6,0.3,1,0,1,0
R2818,2007-013141,279.4007,7.92,90,0.6,0.3,1,0,1,0
R2820,2007-013141,278.0707,7.92,90,0.6,0.3,1,0,1,0
R2821,2007-013141,130.5519,18.8368,270,0.6,0.3,1,0,1,0
R2822,2007-013141,130.0969,18.8368,270,0.6,0.3,1,0,1,0
R2823,AT07-102350,224.287,11.777,90,0.6,0.3,1,0,1,0
R2824,AT07-102350,225.197,11.777,90,0.6,0.3,1,0,1,0
R2825,2007-013141,13.9055,7.92,90,0.6,0.3,1,0,1,0
R2826,2007-013141,57.8593,7.954,90,0.6,0.3,1,0,1,0
R2900,2007-013141,245.9638,20.4009,270,0.6,0.3,1,0,1,0
R2901,AT07-102351,244.8738,18.8159,0,0.6,0.3,1,0,1,0
R2902,AT07-102351,244.8738,17.4509,0,0.6,0.3,1,0,1,0
R2903,AT07-102351,244.8738,16.4909,0,0.6,0.3,1,0,1,0
R2904,AT07-102351,244.8738,16.0359,0,0.6,0.3,1,0,1,0
R2909,2007-013152,244.8738,18.3609,180,0.6,0.3,1,0,1,0
R2910,2007-013152,244.8738,17.9059,180,0.6,0.3,1,0,1,0
R2911,2007-013152,244.8738,16.9459,0,0.6,0.3,1,0,1,0
R2912,2007-013152,248.2988,16.5159,0,0.6,0.3,1,0,1,0
R2913,2007-013152,248.2988,16.9709,180,0.6,0.3,1,0,1,0
R2914,2007-013152,248.2988,17.4259,0,0.6,0.3,1,0,1,0
R2915,2007-013152,248.2988,17.8809,0,0.6,0.3,1,0,1,0
R2916,2007-013148,247.8938,21.4459,180,0.6,0.3,1,0,1,0
R2917,2007-013148,246.6238,30.9059,180,0.6,0.3,1,0,1,0
R3002,2007-013158,139.304,29.978,270,0.6,0.3,1,0,1,0
R3003,2007-013158,137.8376,30.6527,180,0.6,0.3,1,0,1,0
R3004,2007-013158,138.0876,26.8127,270,0.6,0.3,1,0,1,0
R3301,2007-013147,23.0275,8.08,270,0.6,0.3,1,0,1,0
R3303,2007-013141,28.1525,7.37,90,0.6,0.3,1,0,1,0
R3304,2007-013141,28.1525,8.295,90,0.6,0.3,1,0,1,0
R3306,2007-013147,32.2975,8.04,270,0.6,0.3,1,0,1,0
R3307,2007-013147,28.7625,8.055,270,0.6,0.3,1,0,1,0
R3503,2007-013141,60.554,7.9,90,0.6,0.3,1,0,1,0
R3504,2007-013141,60.554,6.975,90,0.6,0.3,1,0,1,0
R3505,2007-013147,68.029,6.691,270,0.6,0.3,1,0,1,0
R3506,2007-013147,65.754,7.051,270,0.6,0.3,1,0,1,0
R3507,2007-013147,69.319,8.076,270,0.6,0.3,1,0,1,0
R3603,2007-013141,103.1429,7.275,90,0.6,0.3,1,0,1,0
R3604,2007-013141,103.1429,8.2,90,0.6,0.3,1,0,1,0
R3605,2007-013147,112.5389,8.055,270,0.6,0.3,1,0,1,0
R3606,2007-013147,109.6189,8.055,270,0.6,0.3,1,0,1,0
R3607,2007-013147,113.9889,8.055,270,0.6,0.3,1,0,1,0
R3703,2007-013141,144.2988,7.075,90,0.6,0.3,1,0,1,0
R3704,2007-013141,144.2988,8,90,0.6,0.3,1,0,1,0
R3705,2007-013147,154.8638,8.076,270,0.6,0.3,1,0,1,0
R3706,2007-013147,153.5738,6.691,270,0.6,0.3,1,0,1,0
R3707,2007-013147,149.4288,7.051,270,0.6,0.3,1,0,1,0
R3803,2007-013141,186.1303,7.075,90,0.6,0.3,1,0,1,0
R3804,2007-013141,186.1303,8,90,0.6,0.3,1,0,1,0
R3805,2007-013147,196.4908,8.076,270,0.6,0.3,1,0,1,0
R3806,2007-013147,191.2558,7.051,270,0.6,0.3,1,0,1,0
R3903,2007-013141,227.9617,7.075,90,0.6,0.3,1,0,1,0
R3807,2007-013147,195.2008,6.691,270,0.6,0.3,1,0,1,0
R3904,2007-013141,227.9617,8,90,0.6,0.3,1,0,1,0
R3905,2007-013147,238.6848,8.076,270,0.6,0.3,1,0,1,0
R3906,2007-013147,237.3948,6.691,270,0.6,0.3,1,0,1,0
R3907,2007-013147,233.0998,7.051,270,0.6,0.3,1,0,1,0
R4003,2007-013141,265.0257,7.37,90,0.6,0.3,1,0,1,0
R4004,2007-013141,265.0257,8.295,90,0.6,0.3,1,0,1,0
R4005,2007-013147,272.4607,8.08,270,0.6,0.3,1,0,1,0
R4006,2007-013147,271.0107,8.08,270,0.6,0.3,1,0,1,0
R4007,2007-013147,269.6107,8.08,270,0.6,0.3,1,0,1,0
U0400,AT07-102422,229.0524,19.2309,270,0.6,0.3,1,0,1,0
U0500,AT07-102172,226.926,26.405,90,0.6,0.3,1,0,1,0
U0601,AT07-102418,232.5223,29.1593,270,0.6,0.3,1,0,1,0
U0701,AT07-102174,156.2949,27.1897,180,0.6,0.3,1,0,1,0
U0901,AT07-102176,238.8619,17.5939,270,0.6,0.3,1,0,1,0
U0902,AT07-102423,237.1826,21.1143,0,0.6,0.3,1,0,1,0
U1100,AT07-102180,120.479,23.047,0,0.6,0.3,1,0,1,0
U1302,AT07-102415,137.607,19.234,180,0.6,0.3,1,0,1,0
U1402,AT01-000025,170.9643,19.0254,0,0.6,0.3,1,0,1,0
U1601,AT07-102199,99.6201,24.2897,90,0.6,0.3,1,0,1,0
U1700,AT07-102198,98.051,19.75,0,0.6,0.3,1,0,1,0
U1910,AT07-102181,66.324,25.487,0,0.6,0.3,1,0,1,0
U1911,AT07-102130,41.601,22.373,270,0.6,0.3,1,0,1,0
U2003,AT07-102181,47.818,25.487,0,0.6,0.3,1,0,1,0
U2100,359S00017,47.972,17.827,0,0.6,0.3,1,0,1,0
U2103,AT07-102232,48.7452,15.2252,180,0.6,0.3,1,0,1,0
U2106,AT07-102197,62.2949,14.0652,180,0.6,0.3,1,0,1,0
U2109,AT07-102190,71.569,16.412,0,0.6,0.3,1,0,1,0
U2110,AT07-102189,54.19,30.4477,180,0.6,0.3,1,0,1,0
U2702,AT07-102188,249.365,14.1864,0,0.6,0.3,1,0,1,0
U2800,AT07-102126,223.677,14.462,90,0.6,0.3,1,0,1,0
U2900,AT07-102124,246.5988,17.2009,270,0.6,0.3,1,0,1,0
U2901,AT07-102420,247.4688,20.4009,270,0.6,0.3,1,0,1,0
U2903,AT07-102128,247.0088,26.1909,270,0.6,0.3,1,0,1,0
U3000,AT07-102182S,137.3751,28.8502,0,0.6,0.3,1,0,1,0
U3102,AT07-102421,221.964,14.115,180,0.6,0.3,1,0,1,0
VR2102,AT07-102434,43.905,17.266,180,0.6,0.3,1,0,1,0
Y0401,2801-005588,222.2664,16.6809,180,0.6,0.3,1,0,1,0
